植物编号,经度（X),纬度（Y）,中文名,拉丁学名,科属,生活型,原产地,地理分布,类群,形态特征,生态习性,入侵危害特点,分布区域,出现次数
16,110.2743,29.0622,空心莲子草,Alternanthera philoxeroides (Mart.) Griseb.,苋科莲子草属,多年生草本,美洲,世界温带分布,被子植物,茎基部匍匐，上部上升，管状，幼茎及叶腋有白色或锈色柔毛，茎老时无毛，叶片矩圆形、矩圆状倒卵形或倒卵状披针形，两面无毛或上面有贴生毛及缘毛，下面有颗粒状突起，花密生，成具总花梗的头状花序，果实未见。生长在池沼、水沟内。,适应性强，喜湿耐阴，但也能在旱地生长，繁殖能力强,在新环境里繁殖蔓延，与当地种竞争生长所需资源使本地种的生长受到胁迫，导致群落的生存空间降低。空心莲子草入侵某群落后，通常会形成大小不等的斑块状群落镶嵌体，随入侵时间的增加，它又会通过快速的分枝使盖度不断增加。,张家界学院附属绿地、大榕溪防护绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地、滨河路沿线防护绿地、大庸古城附属绿地、福天·中央公馆附属绿地、黄沙泉水库附属绿地、101乡道防护绿地、张家界市人民政府附属绿地、迎宾路防护绿地、致远教育附属绿地、小红帽民宿附属绿地、南庄坪街道办事处附属绿地、民怡家园附属绿地、三邢路防护绿地,22
16,110.2736,29.0636,空心莲子草,Alternanthera philoxeroides (Mart.) Griseb.,苋科莲子草属,多年生草本,美洲,世界温带分布,被子植物,茎基部匍匐，上部上升，管状，幼茎及叶腋有白色或锈色柔毛，茎老时无毛，叶片矩圆形、矩圆状倒卵形或倒卵状披针形，两面无毛或上面有贴生毛及缘毛，下面有颗粒状突起，花密生，成具总花梗的头状花序，果实未见。生长在池沼、水沟内。,适应性强，喜湿耐阴，但也能在旱地生长，繁殖能力强,在新环境里繁殖蔓延，与当地种竞争生长所需资源使本地种的生长受到胁迫，导致群落的生存空间降低。空心莲子草入侵某群落后，通常会形成大小不等的斑块状群落镶嵌体，随入侵时间的增加，它又会通过快速的分枝使盖度不断增加。,张家界学院附属绿地、大榕溪防护绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地、滨河路沿线防护绿地、大庸古城附属绿地、福天·中央公馆附属绿地、黄沙泉水库附属绿地、101乡道防护绿地、张家界市人民政府附属绿地、迎宾路防护绿地、致远教育附属绿地、小红帽民宿附属绿地、南庄坪街道办事处附属绿地、民怡家园附属绿地、三邢路防护绿地,22
16,110.33,29.0751,空心莲子草,Alternanthera philoxeroides (Mart.) Griseb.,苋科莲子草属,多年生草本,美洲,世界温带分布,被子植物,茎基部匍匐，上部上升，管状，幼茎及叶腋有白色或锈色柔毛，茎老时无毛，叶片矩圆形、矩圆状倒卵形或倒卵状披针形，两面无毛或上面有贴生毛及缘毛，下面有颗粒状突起，花密生，成具总花梗的头状花序，果实未见。生长在池沼、水沟内。,适应性强，喜湿耐阴，但也能在旱地生长，繁殖能力强,在新环境里繁殖蔓延，与当地种竞争生长所需资源使本地种的生长受到胁迫，导致群落的生存空间降低。空心莲子草入侵某群落后，通常会形成大小不等的斑块状群落镶嵌体，随入侵时间的增加，它又会通过快速的分枝使盖度不断增加。,张家界学院附属绿地、大榕溪防护绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地、滨河路沿线防护绿地、大庸古城附属绿地、福天·中央公馆附属绿地、黄沙泉水库附属绿地、101乡道防护绿地、张家界市人民政府附属绿地、迎宾路防护绿地、致远教育附属绿地、小红帽民宿附属绿地、南庄坪街道办事处附属绿地、民怡家园附属绿地、三邢路防护绿地,22
17,110.2632,29.0815,土荆芥,Dysphania ambrosioides (L.) Mosyakin & Clemants,苋科腺毛藜属,一年生或多年生草本,美洲,世界分布,被子植物,"一年生或多年生草本，有强烈香味。茎直立，多分枝，有色条及钝条棱；枝通常细瘦，有短柔毛并兼有具节的长柔毛，有时近于无毛。叶片矩圆状披针形至披针形，先端急尖或渐尖，边缘具稀疏不整齐的大锯齿，基部渐狭具短柄，上面平滑无毛，下面有散生油点并沿叶脉稍有毛，上部叶逐渐狭小而近全缘。花两性及雌性，生于上部叶腋；果时通常闭合；雄蕊5，花药长0.5毫米；花柱不明显，柱头通常3,较少为4，丝形，伸出花被外。胞果扁球形，完全包于花被内。种子横生或斜生，黑色或暗红色，平滑，有光泽，边缘钝，花期和果期的时间都很长。",喜光、耐旱、适应性强，具有化感作用，种子繁殖能力强。,种群数量大，对生长环境要求不严，极易扩散，常常侵入并威胁种植在长江大堤上的草坪。含有毒的挥发油，对其他植物产生化感作用。也是花粉过敏源，对人体健康有害。土荆芥通过化感作用在不同程度上抑制它们种子的萌发，从而改变它们的种植密度，浪费率土地的利用率；对根长和茎高的抑制将导致植株的产量降低，最终导致农作物减产。,兑泽路防护绿地、陈家溪桥防护绿地、逸臣公园附属绿地、张家界金海学校附属绿地、龙源华城附属绿地,12
17,110.2604,29.0737,土荆芥,Dysphania ambrosioides (L.) Mosyakin & Clemants,苋科腺毛藜属,一年生或多年生草本,美洲,世界分布,被子植物,"一年生或多年生草本，有强烈香味。茎直立，多分枝，有色条及钝条棱；枝通常细瘦，有短柔毛并兼有具节的长柔毛，有时近于无毛。叶片矩圆状披针形至披针形，先端急尖或渐尖，边缘具稀疏不整齐的大锯齿，基部渐狭具短柄，上面平滑无毛，下面有散生油点并沿叶脉稍有毛，上部叶逐渐狭小而近全缘。花两性及雌性，生于上部叶腋；果时通常闭合；雄蕊5，花药长0.5毫米；花柱不明显，柱头通常3,较少为4，丝形，伸出花被外。胞果扁球形，完全包于花被内。种子横生或斜生，黑色或暗红色，平滑，有光泽，边缘钝，花期和果期的时间都很长。",喜光、耐旱、适应性强，具有化感作用，种子繁殖能力强。,种群数量大，对生长环境要求不严，极易扩散，常常侵入并威胁种植在长江大堤上的草坪。含有毒的挥发油，对其他植物产生化感作用。也是花粉过敏源，对人体健康有害。土荆芥通过化感作用在不同程度上抑制它们种子的萌发，从而改变它们的种植密度，浪费率土地的利用率；对根长和茎高的抑制将导致植株的产量降低，最终导致农作物减产。,兑泽路防护绿地、陈家溪桥防护绿地、逸臣公园附属绿地、张家界金海学校附属绿地、龙源华城附属绿地,12
17,110.2717,29.0811,土荆芥,Dysphania ambrosioides (L.) Mosyakin & Clemants,苋科腺毛藜属,一年生或多年生草本,美洲,世界分布,被子植物,"一年生或多年生草本，有强烈香味。茎直立，多分枝，有色条及钝条棱；枝通常细瘦，有短柔毛并兼有具节的长柔毛，有时近于无毛。叶片矩圆状披针形至披针形，先端急尖或渐尖，边缘具稀疏不整齐的大锯齿，基部渐狭具短柄，上面平滑无毛，下面有散生油点并沿叶脉稍有毛，上部叶逐渐狭小而近全缘。花两性及雌性，生于上部叶腋；果时通常闭合；雄蕊5，花药长0.5毫米；花柱不明显，柱头通常3,较少为4，丝形，伸出花被外。胞果扁球形，完全包于花被内。种子横生或斜生，黑色或暗红色，平滑，有光泽，边缘钝，花期和果期的时间都很长。",喜光、耐旱、适应性强，具有化感作用，种子繁殖能力强。,种群数量大，对生长环境要求不严，极易扩散，常常侵入并威胁种植在长江大堤上的草坪。含有毒的挥发油，对其他植物产生化感作用。也是花粉过敏源，对人体健康有害。土荆芥通过化感作用在不同程度上抑制它们种子的萌发，从而改变它们的种植密度，浪费率土地的利用率；对根长和茎高的抑制将导致植株的产量降低，最终导致农作物减产。,兑泽路防护绿地、陈家溪桥防护绿地、逸臣公园附属绿地、张家界金海学校附属绿地、龙源华城附属绿地,12
17,110.3109,29.0728,土荆芥,Dysphania ambrosioides (L.) Mosyakin & Clemants,苋科腺毛藜属,一年生或多年生草本,美洲,世界分布,被子植物,"一年生或多年生草本，有强烈香味。茎直立，多分枝，有色条及钝条棱；枝通常细瘦，有短柔毛并兼有具节的长柔毛，有时近于无毛。叶片矩圆状披针形至披针形，先端急尖或渐尖，边缘具稀疏不整齐的大锯齿，基部渐狭具短柄，上面平滑无毛，下面有散生油点并沿叶脉稍有毛，上部叶逐渐狭小而近全缘。花两性及雌性，生于上部叶腋；果时通常闭合；雄蕊5，花药长0.5毫米；花柱不明显，柱头通常3,较少为4，丝形，伸出花被外。胞果扁球形，完全包于花被内。种子横生或斜生，黑色或暗红色，平滑，有光泽，边缘钝，花期和果期的时间都很长。",喜光、耐旱、适应性强，具有化感作用，种子繁殖能力强。,种群数量大，对生长环境要求不严，极易扩散，常常侵入并威胁种植在长江大堤上的草坪。含有毒的挥发油，对其他植物产生化感作用。也是花粉过敏源，对人体健康有害。土荆芥通过化感作用在不同程度上抑制它们种子的萌发，从而改变它们的种植密度，浪费率土地的利用率；对根长和茎高的抑制将导致植株的产量降低，最终导致农作物减产。,兑泽路防护绿地、陈家溪桥防护绿地、逸臣公园附属绿地、张家界金海学校附属绿地、龙源华城附属绿地,12
17,110.3136,29.0721,土荆芥,Dysphania ambrosioides (L.) Mosyakin & Clemants,苋科腺毛藜属,一年生或多年生草本,美洲,世界分布,被子植物,"一年生或多年生草本，有强烈香味。茎直立，多分枝，有色条及钝条棱；枝通常细瘦，有短柔毛并兼有具节的长柔毛，有时近于无毛。叶片矩圆状披针形至披针形，先端急尖或渐尖，边缘具稀疏不整齐的大锯齿，基部渐狭具短柄，上面平滑无毛，下面有散生油点并沿叶脉稍有毛，上部叶逐渐狭小而近全缘。花两性及雌性，生于上部叶腋；果时通常闭合；雄蕊5，花药长0.5毫米；花柱不明显，柱头通常3,较少为4，丝形，伸出花被外。胞果扁球形，完全包于花被内。种子横生或斜生，黑色或暗红色，平滑，有光泽，边缘钝，花期和果期的时间都很长。",喜光、耐旱、适应性强，具有化感作用，种子繁殖能力强。,种群数量大，对生长环境要求不严，极易扩散，常常侵入并威胁种植在长江大堤上的草坪。含有毒的挥发油，对其他植物产生化感作用。也是花粉过敏源，对人体健康有害。土荆芥通过化感作用在不同程度上抑制它们种子的萌发，从而改变它们的种植密度，浪费率土地的利用率；对根长和茎高的抑制将导致植株的产量降低，最终导致农作物减产。,兑泽路防护绿地、陈家溪桥防护绿地、逸臣公园附属绿地、张家界金海学校附属绿地、龙源华城附属绿地,12
18,110.2644,29.0911,菟丝子,Cuscuta Chinensis Lam.,旋花科菟丝子属,一年生草本,亚洲,热带亚洲至热带大洋洲分布,被子植物,茎缠绕，黄色，纤细，花序侧生，少花或多花簇生成小伞形或小团伞花序，鳞片长圆形，边缘长流苏状，蒴果球形，表面粗糙。,寄生植物，依靠吸器缠绕寄主获取养分，适应性强，种子休眠期长；对寄主有选择性，喜光，种子可存活多年。,园林植物受其寄生危害，轻则影响植物生长和观赏效果，重则致植物死亡。,大榕溪防护绿地、张家界学院附属绿地,2
18,110.25,29.0759,菟丝子,Cuscuta Chinensis Lam.,旋花科菟丝子属,一年生草本,亚洲,热带亚洲至热带大洋洲分布,被子植物,茎缠绕，黄色，纤细，花序侧生，少花或多花簇生成小伞形或小团伞花序，鳞片长圆形，边缘长流苏状，蒴果球形，表面粗糙。,寄生植物，依靠吸器缠绕寄主获取养分，适应性强，种子休眠期长；对寄主有选择性，喜光，种子可存活多年。,园林植物受其寄生危害，轻则影响植物生长和观赏效果，重则致植物死亡。,大榕溪防护绿地、张家界学院附属绿地,2
19,110.2728,29.1113,三裂叶薯,Ipomoea triloba L.,旋花科虎掌藤属,一年生草本,美洲,泛热带分布,被子植物,茎缠绕或有时平卧，无毛或散生毛，且主要在节上。叶宽卵形至圆形，全缘或有粗齿或深3裂，基部心形，两面无毛或散生疏柔毛；叶柄无毛或有时有小疣。花序腋生，花序梗短于或长于叶柄，较叶柄粗壮，无毛，明显有棱角，顶端具小疣，花梗多少具棱，有小瘤突，无毛，苞片小，披针状长圆形；萼片近相等或稍不等，外萼片稍短或近等长，长圆形，钝或锐尖，背部散生疏柔毛，边缘明显有缘毛，内萼片有时稍宽，椭圆状长圆形，锐尖，具小短尖头，无毛或散生毛；花冠漏斗状，无毛，淡红色或淡紫红色，雄蕊内藏，花丝基部有毛；子房有毛。蒴果近球形，具花柱基形成的细尖，被细刚毛，2室，4瓣裂。种子4或较少，无毛。,喜光喜湿、适应性极强，凭借缠绕攀附的快速生长和大量种子繁殖，成为一种危害生态的入侵植物,危害方式主要为排挤和覆盖，其次为缠绕、生化相克、寄生及致敏，约有3/4的有害植物(直立的草本植物)以排挤方式进行危害，即以大量快速的繁殖方式形成密集的种群，侵占地盘，将其他植物驱赶、排挤出生境甚至杀灭掉。,人民医院附属绿地、张家界学院附属绿地,2
20,110.2748,29.084,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2728,29.0844,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2728,29.084,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2753,29.1018,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2728,29.1113,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2724,29.0929,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2644,29.0911,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2706,29.0843,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.25,29.0759,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2604,29.0737,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2709,29.0755,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2918,29.0743,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2932,29.0815,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
20,110.2918,29.0742,垂序商路,Phytolacca americana L.,商陆科商路属,多年生草本,北美洲,东亚和北美间断分布,被子植物,根粗壮，肥大，倒圆锥形。茎直立，圆柱形，有时带紫红色。叶片椭圆状卵形或卵状披针形，顶端急尖，基部楔形；总状花序顶生或侧生，花白色，微带红晕，花被片5，雄蕊、心皮及花柱通常均为10，心皮合生。果序下垂；浆果扁球形，熟时紫黑色；种子肾圆形，直径约3毫米。花期6~8月，,喜温暖湿润，具有强大的无性繁殖和鸟类传播种子的能力，成为一级恶性入侵物种,对环境要求不严格，生长迅速，在营养条件较好时，易形成单优群落，与其他植物竞争养料。其茎具有一定的蔓性，叶片宽阔，能覆盖其他植物体，导致其他植物生长不良甚至死亡。还具有较为肥大的肉质直根，消耗土壤肥力，根及浆果对人和牲畜有毒害作用。,人民医院附属绿地、沙堤大道防护绿地、市公安局交通警察支队附属绿地、武陵山大道防护绿地、张家界金海学校附属绿地、张家界学院附属绿地、热水坑社区服务中心附属绿地、吉大安置小区附属绿地、福天·中央公馆附属绿地、逸臣桃源附属绿地,1
